Entity,Code,Year,imported_deforestation
Vanuatu,VUT,2010,1.8505115443122888
Vanuatu,VUT,2011,2.9530471120926096
Vanuatu,VUT,2012,1.8955477356459687
Vanuatu,VUT,2013,1.7636518050641465
Venezuela,VEN,2005,12772.90868694683
Venezuela,VEN,2006,21578.06194772195
Venezuela,VEN,2007,36316.3330041509
Venezuela,VEN,2008,53741.493834342604
Venezuela,VEN,2009,40613.687738967536
Venezuela,VEN,2010,21291.53927841327
Venezuela,VEN,2011,25509.398198246432
Venezuela,VEN,2012,29922.815322047638
Venezuela,VEN,2013,28043.954788471696
Vietnam,VNM,2005,6887.638209553952
Vietnam,VNM,2006,11215.826870844197
Vietnam,VNM,2007,15762.451256211105
Vietnam,VNM,2008,18610.13426776517
Vietnam,VNM,2009,27429.982278452153
Vietnam,VNM,2010,22981.069772385483
Vietnam,VNM,2011,22083.981109555527
Vietnam,VNM,2012,21797.122336159824
Vietnam,VNM,2013,22059.823374014413
Yemen,YEM,2005,2341.8208841208234
Yemen,YEM,2006,2131.7235444430403
Yemen,YEM,2007,2778.652373449917
Yemen,YEM,2008,1831.5327291182825
Yemen,YEM,2009,2512.6756615750783
Yemen,YEM,2010,2782.7411323031383
Yemen,YEM,2011,4432.1454520249035
Yemen,YEM,2012,4519.655618149976
Yemen,YEM,2013,3257.7578200362213
Zambia,ZMB,2005,425.42371536748396
Zambia,ZMB,2006,423.18689412704407
Zambia,ZMB,2007,330.1031668474243
Zambia,ZMB,2008,545.6569529768603
Zambia,ZMB,2009,731.1843788352562
Zambia,ZMB,2010,729.4180239311827
Zambia,ZMB,2011,884.8811306288553
Zambia,ZMB,2012,1096.5815493034388
Zambia,ZMB,2013,545.9722033232101
Zimbabwe,ZWE,2005,1889.1997159580496
Zimbabwe,ZWE,2006,6065.844560585325
Zimbabwe,ZWE,2007,1828.8644569762673
Zimbabwe,ZWE,2008,1977.595022694728
Zimbabwe,ZWE,2009,1032.480492115532
Zimbabwe,ZWE,2010,3959.3779555458623
Zimbabwe,ZWE,2011,6033.991778045498
Zimbabwe,ZWE,2012,7555.484737057175
Zimbabwe,ZWE,2013,3565.574378661082
